companyNumber,companyJurisdiction,companyName,officerName,Appears,same,officerPosition,officerStartDate,officerEndDate,officerNationality,officerOccupation
7442789,gb,THE DE FERRERS TRUST,BRENDA HIGHWAY,1,FALSE,director,17/11/10,03/09/15,,RETIRED
7348231,gb,THE KEMNAL ACADEMIES TRUST,BRENDAN HOLLYER,1,FALSE,director,16/03/11,01/04/13,,BANK OFFICER
7565242,gb,PENINSULA LEARNING TRUST,BRIAN ALEXANDER STEVENS,1,FALSE,director,15/03/11,11/12/12,,TEACHER
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,BRIAN ANDREW RAINER,1,FALSE,director,16/07/14,,,RETIRED
7559614,gb,THE HERMITAGE ACADEMY TRUST,BRIAN CRAIG FAWCETT,1,TRUE,director,16/06/16,07/09/16,,PROJECT MANAGER
7559614,gb,THE HERMITAGE ACADEMY TRUST,BRIAN DAVID EBBATSON,1,FALSE,director,17/03/11,,,NONE
2336587,gb,LEIGH ACADEMIES TRUST,BRIAN FRANCIS PACKWOOD,1,FALSE,secretary,19/01/93,26/10/96,,
8438686,gb,PLYMOUTH CAST,BRIAN GERALD PEARSE,1,FALSE,director,20/11/13,,,RETIRED
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,BRIAN PHILIP HUTCHINSON,1,FALSE,director,08/12/14,,,MEDIA
7695544,gb,DENE MAGNA SCHOOL,BRIAN RICHARD ROBINSON,1,FALSE,director,06/07/11,,,COMPANY DIRECTOR AND COUNCILLOR
8033193,gb,THE WROXHAM FOUNDATION,BRIGID DE RIVAZ,1,FALSE,director,01/04/14,,,EDUCATION CONSULTANT
8612100,gb,ODYSSEY EDUCATIONAL TRUST,BRONWEN BARRADELL,1,FALSE,director,16/07/13,12/12/13,,COMMUNITY FAMILY SUPPORT MANAG
8357352,gb,SPALDING GRAMMAR SCHOOL,BRYN CHAPPELL,1,FALSE,director,21/01/13,,,RETIRED
9482572,gb,THE CARDINAL VAUGHAN MEMORIAL SCHOOL,BWALYA KANGWA,1,FALSE,director,10/03/15,,,FINANCE MANAGER
7929429,gb,CHIPPING NORTON SCHOOL ACADEMY TRUST,CALVERT MCGIBBON,1,FALSE,director,31/01/12,31/08/12,,TEACHER
7700556,gb,LONGFIELD ACADEMY TRUST,CALVIN JOHN KIPLING,1,FALSE,director,11/07/11,01/08/15,,HEADTEACHER
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,CARMEN LOUISE PEARCE,1,FALSE,director,23/07/15,,,EDUCATION
7890769,gb,REDDISH VALE ACADEMY TRUST,CAROL ANN PLUNKETT,1,FALSE,director,01/02/12,18/03/14,,RETIRED SEN TEACHER
8073873,gb,MARISH ACADEMY TRUST,CAROL CONLON,1,FALSE,director,01/06/12,20/10/14,,OFFICE MANAGER
7663795,gb,MOULSHAM HIGH SCHOOL,CAROL ELAINE EVANS,1,FALSE,director,02/05/14,14/07/14,,RETIRED
8073873,gb,MARISH ACADEMY TRUST,CAROL HEYWOOD,1,FALSE,director,01/09/13,20/10/14,,IT
7663795,gb,MOULSHAM HIGH SCHOOL,CAROL SMITH,1,FALSE,director,09/06/11,23/09/14,,CLERK IN HOLY ORDERS
6544825,gb,SENTAMU ACADEMY LEARNING TRUST,CAROLE CARMICHAEL,1,FALSE,director,16/03/12,04/02/15,,TEACHING ASSISTANT
7700556,gb,LONGFIELD ACADEMY TRUST,CAROLE MCMANNERS,1,FALSE,director,05/12/13,01/10/15,,PARENT
7442789,gb,THE DE FERRERS TRUST,CAROLINE HELENA VARANKA-HAYWOOD,1,FALSE,director,04/10/11,17/12/14,,INCLUSION SUPPORT ASSISTANT
8905350,gb,WOODFIELD SCHOOL,CAROLINE LESLEY JACOBS,1,FALSE,director,20/02/14,,,NONE
8320065,gb,TRANSFORM TRUST,CAROLINE MACKRORY,1,FALSE,director,01/01/15,24/03/15,,FINANCIAL CONSULTANT
7638999,gb,JOHN HAMPDEN GRAMMAR SCHOOL,CAROLINE MARY ASTON,1,FALSE,director,06/06/11,09/07/12,,NONE
7485466,gb,ALCESTER GRAMMAR SCHOOL,CAROLINE VERONICA HASSANI,1,FALSE,director,08/12/14,06/11/15,,HUMAN RESOURCE MANAGER
7442789,gb,THE DE FERRERS TRUST,CAROLINE WAKELIN,1,FALSE,director,04/10/11,03/09/15,,TEACHER
7796938,gb,VYNERS LEARNING TRUST,CAROLYN MAEVE CROUCHMAN,1,FALSE,director,04/10/11,01/02/15,,SENIOR LECTURER
8098007,gb,THE ASCENT ACADEMIES' TRUST,CAROLYN MARGARET BARKER,1,FALSE,director,19/07/12,01/10/15,,HEAD TEACHER
7633694,gb,GREENSHAW LEARNING TRUST,CAROLYN SWAIN,1,FALSE,director,13/05/11,,,RETIRED
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CARYN WELCH,1,FALSE,director,17/10/12,,,LIBRARIAN & CAREERS MANAGER
7808732,gb,CARMEL EDUCATION TRUST,CATHERINE ALISON POWELL,1,FALSE,director,22/05/13,,,CIVIL SERVANT
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,CATHERINE ELIZABETH HENRIETTA HOLMES,1,FALSE,director,19/04/12,,,HOME MAKER
6864339,gb,GREENWOOD ACADEMIES TRUST,CATHERINE ELIZABETH RANSOM,1,FALSE,director,31/03/09,12/12/14,,RETIRED
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,CATHERINE ELIZABETH WILLIAMS,1,FALSE,director,23/02/12,,,HEADTEACHER
6544825,gb,SENTAMU ACADEMY LEARNING TRUST,CATHERINE JANE BENNETT,1,FALSE,director,31/03/14,04/02/15,,PARENT GOVERNOR
7490390,gb,ST. JOSEPH'S COLLEGE EDMUND RICE ACADEMY TRUST,CATHERINE LOUISE MACHIN,1,FALSE,director,01/04/15,,,INCLUSION MANAGER
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,CATHERINE MARY FLOOD,1,FALSE,director,13/05/15,,,HEADTEACHER
7808732,gb,CARMEL EDUCATION TRUST,CATHERINE O'NEILL,1,FALSE,director,01/11/11,01/03/13,,RETIRED
7430317,gb,REDHILL ACADEMY TRUST,CATHERINE SARAH HAWKER,1,FALSE,director,19/09/11,03/10/11,,LEARNING MENTOR
8451749,gb,REACH2KENT ACADEMY TRUST,CATHERINE SIAN PAINE,1,TRUE,director,14/04/14,,,ASSISTANT CHIEF EXECUTIVE
8451749,gb,REACH2KENT ACADEMY TRUST,CATHERINE WARD,1,FALSE,director,01/11/13,,,HEADTEACHER
8313108,gb,GREAT SANKEY HIGH SCHOOL,CATHRYN ELIZABETH BOYD,1,FALSE,director,29/11/12,,,HIGHER LEVEL TEACHING ASSISTANT
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CATHY PEACOCK,1,FALSE,director,11/02/16,,,ACCOUNTANT
9484306,gb,TEACH POOLE,CHARLES ARTHUR ROWLING,1,FALSE,director,11/03/15,,,MANAGER
7588104,gb,SYNAPTIC TRUST,CHARLES BENNETT,1,FALSE,secretary,01/01/12,18/06/13,,
9148738,gb,LEARNING IN HARMONY MULTI ACADEMY TRUST,CHARLES HENRY DARLEY,1,FALSE,director,08/07/15,,,BUSINESS TURNAROUND AND RECOVERY DIRECTO
7617529,gb,CREATIVE EDUCATION TRUST,CHARLES JOHN ALLWOOD,1,FALSE,director,01/09/15,,,COMPANY DIRECTOR
7633694,gb,GREENSHAW LEARNING TRUST,CHARLES RICHARD JOHNSON,1,FALSE,director,01/06/11,06/10/14,,TRAINER
7588104,gb,SYNAPTIC TRUST,CHARLES ROY BENNETT,1,FALSE,director,01/01/12,18/06/13,,HEAD OF TECHNOLOGY SERVICES DIVISION
7697158,gb,WEST KIRBY GRAMMAR SCHOOL,CHARLES TERENCE CLEGG WALL,1,FALSE,director,07/07/11,02/07/14,,RETIRED
7652476,gb,TREWIRGIE JUNIOR SCHOOL,CHARLOTTE ANN HILL,1,FALSE,director,04/07/11,,,LOCAL AUTHORITY MANAGER
7697158,gb,WEST KIRBY GRAMMAR SCHOOL,CHARLOTTE LOUISE BILTON,1,FALSE,director,07/07/11,,,NONE
7485466,gb,ALCESTER GRAMMAR SCHOOL,CHARLOTTE RAMSEY,1,FALSE,director,07/12/15,,,CHARTERED ACCOUNTANT
7654164,gb,HEART OF ENGLAND SCHOOL,CHARLOTTE SHADBOLT,1,FALSE,director,01/06/11,,,NONE
7520128,gb,WILLIAM WILLETT LEARNING TRUST,CHARMIAN KATHARINE BRYAN MIRAN,1,FALSE,director,16/09/14,,,LOCAL GOVERNMENT OFFICER
9284055,gb,DRB IGNITE MULTI ACADEMY TRUST,CHERYL ANNE MILLARD,1,FALSE,director,06/07/15,,,HEAD TEACHER
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CHERYL HEATH,1,FALSE,director,17/10/12,,,NHS CLAIMS MANAGER
8107310,gb,THE SILVER BIRCH ACADEMY,CHERYL OSBORNE-GIBBONS,1,FALSE,director,15/06/12,,,UNIVERSITY LECTURER
8440868,gb,THE WYTHENSHAWE CATHOLIC ACADEMY TRUST,CHERYL PATRICIA FOX,1,FALSE,director,01/01/16,,,HEADTEACHER
8245853,gb,LITTLE MEAD ACADEMY TRUST,CHERYL VICTORIA BEVAN,1,FALSE,director,09/10/12,05/02/14,,COMPLIANCE CO-ORDINATOR
7557670,gb,THE ACADEMY OF LINCOLN TRUST,CHERYLE JUNE BERRY,1,FALSE,director,17/11/11,,,DIRECTOR
9861442,gb,RIVER TEES MULTI-ACADEMY TRUST,CHRIS MARTIN,1,FALSE,director,06/11/15,,,BRANCH MANAGER
8906809,gb,EASTERSIDE ACADEMY,CHRIS THOMAS,1,FALSE,director,21/02/14,,,NONE
8418341,gb,ACORN ACADEMY CORNWALL,CHRISTIAN DENLEY,1,FALSE,director,01/09/14,,,DEPUTY HEAD TEACHER
7348231,gb,THE KEMNAL ACADEMIES TRUST,CHRISTIAN EMMANUEL ROY BOWES-CAVANGH,1,TRUE,director,17/08/10,01/05/11,,HEAD TEACHER
7348231,gb,THE KEMNAL ACADEMIES TRUST,CHRISTIAN MARKHAM,1,FALSE,director,17/08/10,11/12/11,,HEADTEACHER
8441848,gb,BRENTSIDE PRIMARY ACADEMY,CHRISTIAN MILLS,1,FALSE,director,01/04/13,,,PROJECT CONTROLS PROFESSIONAL
8441736,gb,FREEMAN'S ENDOWED CHURCH OF ENGLAND JUNIOR ACADEMY,CHRISTINE ANNE OSTLER,1,FALSE,director,12/03/13,08/06/15,,MINISTER OF RELIGION
6544825,gb,SENTAMU ACADEMY LEARNING TRUST,CHRISTINE ELIZABETH RANDALL,1,FALSE,director,21/05/09,16/05/11,,CITY COUNCILLOR
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,CHRISTINE LOUISE PRICE,1,FALSE,director,14/11/13,,,HEADTEACHER
7485466,gb,ALCESTER GRAMMAR SCHOOL,CHRISTINE MOORE,1,FALSE,director,28/03/11,02/09/13,,SECRETARY
8073873,gb,MARISH ACADEMY TRUST,CHRISTINE RITA SMALL,1,FALSE,director,14/03/16,,,RETIRED
8418341,gb,ACORN ACADEMY CORNWALL,CHRISTOPHER CHALLIS,1,FALSE,director,30/09/14,,,DEPUTY HEAD TEACHER
7565242,gb,PENINSULA LEARNING TRUST,CHRISTOPHER DAVID PRICE,1,FALSE,director,01/10/15,,,CHARTERED ACCOUNTANT
8296921,gb,L.E.A.D. MULTI-ACADEMY TRUST,CHRISTOPHER ERNEST RICHARDS,1,FALSE,director,16/11/12,,,EDUCATION CONSULTANT
7890769,gb,REDDISH VALE ACADEMY TRUST,CHRISTOPHER HILL,1,FALSE,director,01/02/12,31/08/13,,NONE
8245853,gb,LITTLE MEAD ACADEMY TRUST,CHRISTOPHER HOBBS,1,FALSE,director,01/09/15,,,CONSULTANT
9284055,gb,DRB IGNITE MULTI ACADEMY TRUST,CHRISTOPHER IAN BENEDICT WHITTINGTON,1,FALSE,director,06/07/15,,,SOLICITOR
6544825,gb,SENTAMU ACADEMY LEARNING TRUST,CHRISTOPHER JAMES COULTER,1,FALSE,director,04/02/15,,,HEAD TEACHER
7690776,gb,STRATFORD-UPON-AVON SCHOOL,CHRISTOPHER JOHN BARTON,1,FALSE,director,04/07/11,,,ENGINEER
7929429,gb,CHIPPING NORTON SCHOOL ACADEMY TRUST,CHRISTOPHER JOHN BLUNDELL,1,TRUE,director,20/11/15,,,MANAGEMENT CONSULTANT
7929429,gb,CHIPPING NORTON SCHOOL ACADEMY TRUST,CHRISTOPHER JOHN BUTTERWORTH,1,FALSE,director,31/01/12,,,RETIRED SCHOOLMASTER
7633694,gb,GREENSHAW LEARNING TRUST,CHRISTOPHER JOHN CASE,1,FALSE,director,22/11/12,06/10/14,,TEACHER
8248173,gb,KIRK SANDALL ACADEMY TRUST,CHRISTOPHER JOHN DUNGWORTH,1,FALSE,director,15/11/12,,,INVESTMENT MANAGER
8418341,gb,ACORN ACADEMY CORNWALL,CHRISTOPHER JOHN LILES,1,FALSE,director,01/06/13,24/07/14,,TEACHER
9484306,gb,TEACH POOLE,CHRISTOPHER JOHN MCCALL,1,FALSE,director,11/03/15,,,GP
7346144,gb,THE FALLIBROOME TRUST,CHRISTOPHER JOHN PADGHAM DEMPSEY,1,FALSE,director,01/09/10,13/08/14,,RETIRED
7386086,gb,SCHOOL PARTNERSHIP TRUST ACADEMIES,CHRISTOPHER MARK BILLINGTON,1,FALSE,director,23/09/10,23/09/14,,SOLICITOR
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,CHRISTOPHER MARK SEATON,1,FALSE,director,23/02/12,,,COMPANY SECRETARY
9861442,gb,RIVER TEES MULTI-ACADEMY TRUST,CHRISTOPHER MARTIN,1,FALSE,director,06/11/15,,,BRANCH MANAGER
7033915,gb,MALTBY LEARNING TRUST,CHRISTOPHER MERVYN SIMMONDS,1,FALSE,director,04/01/10,12/02/14,,MANAGER
7808732,gb,CARMEL EDUCATION TRUST,CHRISTOPHER PEACOCK,1,FALSE,director,01/03/13,,,HEAD TEACHER
8906809,gb,EASTERSIDE ACADEMY,CHRISTOPHER PHILIP DREW,1,FALSE,director,02/12/14,,,HEADTEACHER (PRINCIPAL)
7808732,gb,CARMEL EDUCATION TRUST,CHRISTOPHER RONALD WIPER,1,FALSE,director,13/10/11,,,SOLICITOR
7690776,gb,STRATFORD-UPON-AVON SCHOOL,CHRISTOPHER STRATHIE RIVETT,1,FALSE,director,03/09/14,,,SOCIAL WORKER
8333208,gb,LLANGROVE C E ACADEMY,CHRISTOPHER TERENCE GEORGE HARRIS,1,FALSE,director,27/01/14,,,NATIONAL ACCOUNTS MANAGER
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CHRISTOPHER WALTER DAY,1,FALSE,director,15/07/13,,,UNIVERSITY PROFESSOR
8333208,gb,LLANGROVE C E ACADEMY,CHRISTOPHER WATSON,1,FALSE,director,16/06/16,,,POLICE OFFICER
8076374,gb,FLYING HIGH TRUST,CHRISTOPHER WHEATLEY,1,FALSE,director,21/05/12,,,CHIEF EXECUTIVE HEAD
7652476,gb,TREWIRGIE JUNIOR SCHOOL,CHRISTOPHER WILLIAM COLEMAN,1,FALSE,director,28/04/14,,,RETIRED TEACHER
8440868,gb,THE WYTHENSHAWE CATHOLIC ACADEMY TRUST,CHRISTOPHER WILSON,1,FALSE,director,24/06/13,,,ACCOUNTANT
7520128,gb,WILLIAM WILLETT LEARNING TRUST,CLAIRE AGNES SINGLETON,1,FALSE,director,29/03/11,,,SOLICITOR
8612100,gb,ODYSSEY EDUCATIONAL TRUST,CLAIRE BRADLEY,1,FALSE,director,16/07/13,,,ACADEMY SCHOOL TEACHER
8248173,gb,KIRK SANDALL ACADEMY TRUST,CLAIRE ELIZABETH ROBINSON,1,FALSE,director,01/03/15,,,HEADTEACHER
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,CLAIRE GEORGINA TOMLINSON,1,FALSE,director,07/12/15,,,ASSISTANT PRINCIPAL PRIMARY EDUCATION
7491215,gb,MAGNA LEARNING TRUST,CLAIRE JOANNE TOMLIN,1,FALSE,director,01/07/13,05/10/15,,TEACHER
8320065,gb,TRANSFORM TRUST,CLAIRE LOUISE HALE,1,FALSE,director,05/12/12,01/01/15,,MANAGER (GROUNDWORK TRUST)
7348231,gb,THE KEMNAL ACADEMIES TRUST,CLAIRE LOUISE LEE,1,FALSE,secretary,21/09/15,,,
7559614,gb,THE HERMITAGE ACADEMY TRUST,CLAIRE LOUISE MOXON,1,FALSE,director,17/03/11,12/02/15,,CUSTOMER SERVICE REP
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,CLAIRE LOUISE PEARCE-KING,1,FALSE,director,19/04/12,01/04/13,,TEACHER
8179242,gb,THE STOUR ACADEMY TRUST,CLAIRE MARCH,1,FALSE,director,28/01/15,,,DIRECTOR
7565242,gb,PENINSULA LEARNING TRUST,CLAIRE NANNETTE BUNTING,1,FALSE,director,15/01/15,02/10/15,,ACADEMY PRINCIPAL
7475515,gb,READING SCHOOL,CLAIRE TOMS,1,FALSE,director,14/03/11,,,NONE
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,CLAIRE VICTORIA DANIEL,1,FALSE,director,15/10/12,,,LAW LECTURERER
7442789,gb,THE DE FERRERS TRUST,CLAIRE ZOE LOVELL,1,FALSE,director,21/04/15,,,ACCOUNTANT
9343767,gb,SOMERSET ROAD EDUCATION TRUST,CLARE ELISABETH CLIFFORD,1,FALSE,director,05/12/14,,,COUNSELLOR
8313108,gb,GREAT SANKEY HIGH SCHOOL,CLARE ELIZABETH CUNNINGHAM,1,FALSE,director,01/09/14,,,TEACHER
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CLARE GOODYEAR,1,FALSE,director,01/05/15,,,CHILDMINDER/DIRECTOR - BREAKFAST/AFTER S
7430317,gb,REDHILL ACADEMY TRUST,CLARE HARRISON,1,FALSE,director,19/09/11,03/10/11,,TEACHER
7559614,gb,THE HERMITAGE ACADEMY TRUST,CLARE MARSHALL,1,FALSE,director,10/03/11,,,ACCOUNTS & PAYROLL MANAGER
8248173,gb,KIRK SANDALL ACADEMY TRUST,CLARE WALKER,1,FALSE,director,15/11/12,03/12/13,,CIVIL SERVANT
7827368,gb,CENTRAL LEARNING PARTNERSHIP TRUST,CLAUDETTE ROSEMARIE DENNIS,1,FALSE,director,13/12/11,31/08/13,,NONE
7485466,gb,ALCESTER GRAMMAR SCHOOL,CLAUS KOPP,1,FALSE,director,28/03/11,06/12/11,,TEACHER
7543874,gb,KENNET SCHOOL ACADEMIES TRUST,CLIFFORD CORBETT SMITH,1,FALSE,director,25/02/11,18/06/12,,MEDICAL PRACTITIONER
7633694,gb,GREENSHAW LEARNING TRUST,CLIFFORD FORD,1,FALSE,director,13/05/11,06/10/14,,PRINCIPAL LECTURER
7690776,gb,STRATFORD-UPON-AVON SCHOOL,CLIFFORD STEVEN FAULKNER,1,FALSE,director,01/01/15,,,TECHNICIAN
7485466,gb,ALCESTER GRAMMAR SCHOOL,CLIVE ALAN SENTANCE,1,FALSE,director,18/07/14,,,PRINCIPAL
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,CLIVE THOMAS MATHEW,1,FALSE,director,01/09/13,,,HEADTEACHER
8176019,gb,KENT CATHOLIC SCHOOLS' PARTNERSHIP,CLIVE WEBSTER,1,FALSE,director,01/09/13,,,CHIEF EXECUTIVE
2336587,gb,LEIGH ACADEMIES TRUST,COLIN ANKERSON,1,FALSE,director,17/03/10,31/01/12,,TEACHER
7543874,gb,KENNET SCHOOL ACADEMIES TRUST,COLIN BERNARD HESLOP,1,FALSE,director,01/04/11,,,ACCOUNTANT
7638999,gb,JOHN HAMPDEN GRAMMAR SCHOOL,COLIN JOHN HAYFIELD,1,FALSE,director,18/05/11,,,CHARTERED ACCOUNTANT
7663795,gb,MOULSHAM HIGH SCHOOL,COLIN KIRKBY,1,FALSE,director,01/07/11,,,BANK OFFICIAL
7442789,gb,THE DE FERRERS TRUST,COLIN ROBERT SCOTT HAWTHORN,1,FALSE,director,08/02/11,17/12/14,,AERONAUTICAL ENGINEER
8245853,gb,LITTLE MEAD ACADEMY TRUST,COLIN ROGER BUTTERWORTH,1,FALSE,director,27/02/14,,,RETIRED
8033193,gb,THE WROXHAM FOUNDATION,CONAL THOMAS PRESHO,1,FALSE,director,17/04/12,,,HEAD OF DEVELOPMENT
8795983,gb,WHITTLESEA LEARNING TRUST,CORINNE PATRICIA WHITEHAND,1,FALSE,director,29/11/13,,,RETIRED TEACHER
5398529,gb,OASIS COMMUNITY LEARNING,CRAIG ANTHONY DEAN,1,FALSE,director,09/10/14,,,CHIEF EXECUTIVE
7559614,gb,THE HERMITAGE ACADEMY TRUST,CRAIG DAVIDGE,1,FALSE,secretary,01/05/16,,,
8320065,gb,TRANSFORM TRUST,CRAIG PHILIP NELSON,1,FALSE,director,05/12/12,01/01/15,,REGISTERED NURSE
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,CRAIG RAESIDE PEEBLES,1,FALSE,director,12/11/12,,,SALES DIRECTOR
8357352,gb,SPALDING GRAMMAR SCHOOL,CRAIG SPENCER DELANEY,1,FALSE,director,09/11/15,,,SOLICITOR
7617529,gb,CREATIVE EDUCATION TRUST,CREATIVE EDUCATION CHARITABLE TRUST,1,TRUE,director,28/04/11,,,
7617529,gb,CREATIVE EDUCATION TRUST,CREATIVE EDUCATION TRUST,1,FALSE,director,28/04/11,,,
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,CUDLIFFE ROBERT WINTRINGHAM,1,FALSE,director,06/03/12,,,ADVISER/CONSULTANT
7808732,gb,CARMEL EDUCATION TRUST,CYNTHIA BEAVER HUGHES,1,FALSE,director,01/11/11,,,POLITICAL AND LEGAL RESEARCHER
2336587,gb,LEIGH ACADEMIES TRUST,CYRIL JULIAN HEBDEN TAYLOR,1,FALSE,director,19/01/89,01/09/07,,DIRECTOR
8313108,gb,GREAT SANKEY HIGH SCHOOL,DAMIAN OWEN,1,FALSE,director,15/04/13,31/08/13,,ACTING HEAD TEACHER
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,DANIEL CHARLES READ,1,FALSE,director,06/03/12,30/10/13,,QUALITY ASSURANCE MANAGER
7663795,gb,MOULSHAM HIGH SCHOOL,DANIEL JAMES GULLICK,1,FALSE,director,01/07/11,,,ENGINEER
7652476,gb,TREWIRGIE JUNIOR SCHOOL,DANIEL JONATHAN SIMONS,1,FALSE,director,04/07/11,,,NONE
7348231,gb,THE KEMNAL ACADEMIES TRUST,DANIEL PAUL BARBER,1,FALSE,director,11/11/12,07/10/14,,SALES & MARKETING MANAGER
5398529,gb,OASIS COMMUNITY LEARNING,DANIEL THOMAS COLLINS,1,FALSE,director,18/03/05,24/09/08,,COMPANY DIRECTOR
8248173,gb,KIRK SANDALL ACADEMY TRUST,DARRAN MICHAEL LINDLEY,1,FALSE,director,15/11/12,,,REGIONAL BUSINESS SUPPORT MANAGER - SAIN
8399801,gb,THE BISHOP WHEELER CATHOLIC ACADEMY TRUST,DARREN MARTIN BEARDSLEY,1,FALSE,director,01/09/14,,,HEADTEACHER
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,DARREN REDFERN,1,FALSE,director,30/01/13,31/08/15,,HEADTEACHER
7491215,gb,MAGNA LEARNING TRUST,DAVID ALAN LOWNDES,1,FALSE,director,01/07/13,,,PRESS PHOTOGRAPHER
6864339,gb,GREENWOOD ACADEMIES TRUST,DAVID ALAN SHELTON,1,FALSE,director,31/03/09,,,MAGAZINE OWNER/EDITOR
7208598,gb,DOVER CHRIST CHURCH ACADEMY,DAVID ALAN SMITH,1,FALSE,director,01/10/11,31/01/12,,PRO VICE-CHANCELLOR
6625091,gb,ACADEMIES ENTERPRISE TRUST,DAVID ALEXANDER HOARE,1,FALSE,director,01/01/14,01/09/14,,COMPANY DIRECTOR
7557670,gb,THE ACADEMY OF LINCOLN TRUST,DAVID ALFRED DUBUT,1,FALSE,director,09/03/11,,,NONE
6625091,gb,ACADEMIES ENTERPRISE TRUST,DAVID ALFRED TRIGGS,1,FALSE,director,19/06/08,31/08/13,,COMPANY DIRECTOR
8313108,gb,GREAT SANKEY HIGH SCHOOL,DAVID ALLEN MCCLELLAND,1,FALSE,director,15/12/15,,,BUSINESSMAN
7475515,gb,READING SCHOOL,DAVID ANTHONY JUBB,1,FALSE,director,01/02/11,,,CHARTERED ACCOUNTANT
7565242,gb,PENINSULA LEARNING TRUST,DAVID ARTHUR THOMAS BUNNEY,1,FALSE,director,15/03/11,26/01/12,,FACILITIES MANAGER (SURVEYOR)
6182612,gb,THE DAVID ROSS EDUCATION TRUST,DAVID BLUNKETT,1,FALSE,director,20/04/15,,,PROFESSOR OF POLITICS IN PRACTICE
2336587,gb,LEIGH ACADEMIES TRUST,DAVID BRAMSON,1,FALSE,director,19/01/89,03/05/94,,DIRECTOR
7520128,gb,WILLIAM WILLETT LEARNING TRUST,DAVID BRIAN VILES,1,FALSE,director,29/03/11,,,LOCAL GOVERNMENT OFFICER
7805262,gb,GAWTHORPE COMMUNITY ACADEMY TRUST,DAVID CASAREJOS,1,FALSE,director,01/11/11,15/01/15,,PUBLIC SECTOR FINANCE MANAGER
8179349,gb,INSPIRATION TRUST,DAVID CHARLES TIBBLE,1,FALSE,director,14/08/12,,,DIRECTOR
2336587,gb,LEIGH ACADEMIES TRUST,DAVID CHILDS,1,FALSE,director,01/04/15,,,CHAIRMAN
7485466,gb,ALCESTER GRAMMAR SCHOOL,DAVID CHRISTIE WILLATTS,1,FALSE,director,28/03/11,03/06/14,,RETIRED CIVIL ENGINEER
7346144,gb,THE FALLIBROOME TRUST,DAVID CHRISTOPHER HURST,1,FALSE,director,09/09/13,13/08/14,,TEACHING ASSISTANT
7490390,gb,ST. JOSEPH'S COLLEGE EDMUND RICE ACADEMY TRUST,DAVID DENIS O'NEILL,1,FALSE,director,12/01/11,30/09/15,,EDUCATION
8357352,gb,SPALDING GRAMMAR SCHOOL,DAVID ENDERSBEE,1,FALSE,director,21/01/13,15/11/13,,TEACHER
8906809,gb,EASTERSIDE ACADEMY,DAVID FOSTER,1,FALSE,director,21/02/14,,,YOUTH WORKER
8076374,gb,FLYING HIGH TRUST,DAVID GARY HINDS,1,FALSE,director,01/01/14,24/03/15,,FINANCE DIRECTOR
8179349,gb,INSPIRATION TRUST,DAVID GIFFORD LEATHES PRIOR,1,FALSE,director,11/10/12,17/07/15,,BUSINESS/HEALTHCARE
7386086,gb,SCHOOL PARTNERSHIP TRUST ACADEMIES,DAVID HAIGH,1,FALSE,director,15/09/16,,,TEACHER
7700556,gb,LONGFIELD ACADEMY TRUST,DAVID HALL,1,FALSE,director,06/12/12,31/12/14,,RETIRED
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,DAVID HARTLEY,1,FALSE,director,29/08/12,05/11/13,,CATHOLIC PRIEST
7591948,gb,SOUTH CRAVEN ACADEMY TRUST,DAVID HARVEY,1,FALSE,director,05/04/11,,,DIRECTOR
7559614,gb,THE HERMITAGE ACADEMY TRUST,DAVID IAN CLOUGH,1,FALSE,director,19/03/12,,,POLICE OFFICER
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,DAVID JAMES WILSON,1,FALSE,director,19/04/12,,,HEADTEACHER
2336587,gb,LEIGH ACADEMIES TRUST,DAVID JOHN AUTY,1,FALSE,director,27/11/07,07/11/11,,MANAGER
8149829,gb,EMLC ACADEMY TRUST,DAVID JOHN BATESON,1,FALSE,director,09/02/16,,,SELF-EMPLOYED EDUCATION CONSULTANT
7796938,gb,VYNERS LEARNING TRUST,DAVID JOHN DENT,1,FALSE,director,04/10/11,01/02/15,,BANK MANAGER
